Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита			Ежемесячный платеж	Срок кредитной истории (лет)	Срок с последнего нарушения кредитного договора (мес,)	Количество кредитных карт	Текущий баланс кредитов	Максимальный выданный кредит	Число нарушений кредитных договоров	Кредитный рейтинг	Годовой доход	Размер кредита
2982,62	11,3	36	7	79496,00	196262,00	0	691	651 909	215666												
24788,35	19,7	23	10	162070,00	700260,00	0	721	1 458 136	108240												
14547,54	13,8		9	271966,00	775654,00	0	743	3 416 238	263714												
19790,40	15,7	30	9	341145,00	530222,00	0	679	2 261 760	436480												
13556,69	17,3		5	233130,00	5191098,00	0	738	893 855	439868												
13740,99	20		7	264708,00	1001660,00	0	747	1 030 579	433928												
15321,22	21,1		10	323323,00	446226,00	0	723	1 303 932	356422												
3511,77	31,9		9	137047,00	337612,00	1	684	1 692 387	544346												
17336,74	11,9	18	9	105298,00	330418,00	0	661	1 083 551	440220												
22990,19	27	29	15	71516,00	507958,00	0	654	1 915 846	394174												
25861,47	28,4	55	15	433276,00	534270,00	0	713	1 251 359	259512												
11690,13	8,5		5	155743,00	217536,00	0			222002												
27695,16	18,5		16	265696,00	479952,00	0	711	1 653 437	90090												
6403,38	24,9	78	11	140125,00	377322,00	1	737	860 491	218020												
17357,07	17,1		18	448647,00	700128,00	0	720	909 530	197472												
26346,54	22,6	76	9	552577,00	771804,00	0	646	1 549 792	717794												
11816,86	16,1	47	18	112347,00	357390,00	1	706	1 682 127	216414												
14489,59	20	56	13	198588,00	332772,00	0			112706												
11353,26	11,7		4	166250,00	302676,00	0	719	1 285 274													
9325,39	15,8	38	9	126388,00	206712,00	1	708	1 535 048	215512												
25515,86	22,2		14	444790,00	682132,00	0	731	1 297 415	429220												
53859,68	15,6		13	261231,00	598972,00	0	745	2 885 340	445456												
7562,19	12,7		14	120688,00	347644,00	0			274780												
13371,82	17,6	40	9	80978,00	669812,00	0			99594												
29459,50	11,2		16	359138,00	973852,00	0	744	1 290 195	263626												
16713,92	19,9		7	217322,00	793804,00	0	749	2 497 721	264924												
6306,10	10	18	12	118617,00	224422,00	0	729	799 083	213356												
27462,41	13,2		13	194313,00	635558,00	0	740	1 102 171	268664												
6065,75	14,7		6	191444,00	337392,00	0			263274												
10567,42	8,9		5	122265,00	169752,00	0	643	1 221 662	174108												
21405,97	23,3	17	11	192660,00	505868,00	0	633	1 821 796	506264												
11618,88	22,8	39	10	207974,00	254540,00	0	696	1 327 872	482944												
33590,10	8,7		14	362615,00	471240,00	0			350592												
10204,90	21,9	10	4	0,00	0,00	0	732	1 586 253	32406												
9805,33	29,5		9	263359,00	1040798,00	0	749	2 644 116	454058												
28772,46	16,5		9	348764,00	702328,00	0	670	1 055 868	352880												
20983,60	17,5		13	381691,00	598862,00	1	681	1 936 955	335060												
1441,15	17,2		8	31008,00	398992,00	1	745	864 671	266992												
11443,89	6		9	94468,00	504108,00	0	738	1 973 074	403172												
23039,40	10,1	36	14	174401,00	332706,00	0	677	1 818 908	284328												
13451,43	14,2	30	13	252301,00	404052,00	2	698	582 730	242528												
20496,25	14		17	148333,00	596376,00	0	745	1 042 188													
9193,72	17	18	8	207442,00	271722,00	1			328614												
8739,05	9,7		6	60306,00	114664,00	0	743	699 124	157410												
17952,72	23,8	4	11	110523,00	699248,00	0	747	1 398 913	472450												
19038,95	24,3		10	1096452,00	2057660,00	0	717	1 620 339	772552												
12203,13	16,5		19	115672,00	379412,00	1	731	926 820	171710												
19689,70	22,1	6	11	203889,00	618002,00	1	743	1 400 566	240240												
12719,36	13,2		5	48070,00	154198,00	0	735	868 224	44088												
3879,42	10,9		17	116033,00	574112,00	0	747	873 392	224730												
26461,11	17,9		8	332196,00	404866,00	0	701	1 571 946													
10936,21	9,9		19	100035,00	171336,00	0			190806												
7717,61	24	15	9	253232,00	430584,00	0	743	778 240	225280												
12955,91	13,8	0	14	280421,00	753346,00	0	717	709 916	324830												
16018,71	13,1		9	336053,00	481580,00	0	715	1 671 525	752686												
23206,03	28,4		11	140410,00	193314,00	0	724	1 420 782	112442												
23913,97	29	40	25	674918,00	3256132,00	0	748	1 386 316	520608												
11134,19	9,8	29	29	98648,00	562628,00	0	731	612 902	172040												
15627,88	13,9		5	347852,00	452034,00	0			396792												
11424,70	25,8	25	8	324501,00	393844,00	0	734	1 746 461	215138												
17958,42	21,6		6	234099,00	311212,00	0	719	1 306 060	345664												
11446,74	14,2	9	5	703,00	205480,00	0	715	767 372	37752												
21734,86	15		9	156503,00	495154,00	0	737	965 998	156266												
7209,93	20,5		14	101479,00	1129722,00	0	746	1 081 480	197714												
35438,99	17		13	984884,00	1798720,00	0			629860												
17788,18	34,1	34	21	671593,00	1419044,00	0			281644												
41910,96	15		13	840123,00	1487420,00	0	748	2 235 255													
18226,89	32,4	5	13	173831,00	575102,00	1	713	1 082 791	549890												
19299,63	8,2		7	144438,00	268884,00	0	730	851 466	257950												
3468,07	20,5		3	97755,00	118162,00	0	719	649 249	171820												
12536,58	30,6		7	226423,00	306636,00	1	720	741 076	321794												
5094,09	10		8	68628,00	309210,00	0	718	732 963	154506												
4698,32	16,6	40	9	62833,00	128964,00	0			182776												
6852,54	24,9		6	270370,00	692648,00	0	748	2 522 364	404404												
2898,83	23		4	109212,00	239030,00	0	747	1 437 407	22198												
13429,77	9		32	188499,00	1705198,00	0	723	786 125	113784												
19574,94	13,8		18	273011,00	409464,00	0			310332												
24978,92	15,2	39	12	344470,00	470360,00	0	586	1 030 066	357808												
12558,43	15,8	64	7	233947,00	351362,00	0	710	936 035	130064												
3339,44	14,8		4	64980,00	118096,00	0	603	982 167													
21739,42	22,2	13	9	205333,00	424578,00	0	716	2 393 335	757768												
37062,54	10,1	45	12	150442,00	308308,00	0			180180												
12863,57	17,9	8	8	108509,00	209396,00	0	721	671 137	151096												
32845,68	28,2		16	608095,00	1747174,00	0	737	1 813 854	300674												
28304,30	18,8		25	43206,00	685168,00	1	683	1 257 971	369754												
18462,49	15,3		9	227810,00	436722,00	2	704	1 159 950	335786												
33082,42	14,9		12	243352,00	553564,00	0	724	2 145 898	216062												
17407,80	11,8		6	35682,00	60654,00	0	750	1 065 786	86592												
14957,56	15,4		11	374965,00	977878,00	0	710	738 644	329384												
19961,59	30,2	25	9	200564,00	323906,00	0	732	1 361 027	131318												
5526,34	25,4	31	9	110466,00	167640,00	0	716	721 601	132308												
36613,76	17,5	31	19	439831,00	755612,00	0	701	1 838 345	108614												
19329,65	16	34	14	58045,00	193138,00	0	707	1 705 554	210650												
40069,48	21,8	48	19	594548,00	804232,00	0			622974												
20356,41	15,9		11	109573,00	342914,00	0	720	718 466													
9725,53	10,9		10	106001,00	259490,00	0	685	452 352	174592												
10161,20	26,4		7	35568,00	370986,00	0	751	1 490 645	268994												
12592,06	16,3		7	27569,00	37290,00	1	722	719 549	71258												
12604,79	10		9	186941,00	365024,00	0	696	1 482 912	269896												
23418,26	15,4	7	11	445341,00	656898,00	1	725	2 531 712													
19510,91	15,2		14	342608,00	1035804,00	0	734	1 206 861	360624												
24199,35	16,6	37	15	305900,00	587378,00	0	718	961 571	359876												
27573,94	22,5		16	389234,00	519222,00	0	690	1 408 033	568656												
27688,32	13,6		10	331854,00	499026,00	0	732	1 877 181	554510												
23035,98	12,2		9	324216,00	574002,00	0	696	1 544 320	402336												
7535,78	39,9		5	245423,00	631488,00	0	733	1 996 197	550330												
25060,05	22,8	24	11	177498,00	276980,00	0	686	1 263 538	336490												
9702,54	22	72	8	103740,00	165000,00	0			222860												
11943,21	28,8		7	327009,00	554378,00	0	738	868 604	441408												
38368,60	13,2	46	18	140999,00	519970,00	0	749	1 744 029	261008												
22140,51	9,9	6	15	14649,00	678744,00	0	738	932 235	151118												
19049,02	22,5	68	18	333830,00	686576,00	1	747	1 411 035	313698												
14639,31	16,6	7	14	489820,00	1136586,00	0	724	1 705 554	614394												
20716,84	37,1	70	10	163001,00	249986,00	0	721	1 031 548	199078												
21323,32	39,6		27	1261334,00	3502400,00	0	748	2 413 950	626098												
3987,91	6,6		8	155572,00	296296,00	0	701	473 822	54868												
23968,69	17	44	24	248938,00	557502,00	0	723	1 141 368	396484												
16333,16	25,6		12	130663,00	239008,00	0	710	1 606 526	110726												
28485,37	12,5		13	301625,00	481052,00	0	740	1 113 438													
9838,58	20,9		9	130302,00	414480,00	0			379610												
18384,97	24,8		15	290852,00	2118028,00	0	712	1 490 683													
56076,98	8,1		9	620787,00	858792,00	0	685	4 673 088	729344												
51602,10	19,7	76	22	640338,00	924484,00	0	745	3 293 745	457666												
4185,13	10,3		6	101422,00	131384,00	0	698	1 022 846	151272												
24720,33	25,8	42	14	949924,00	1964138,00	0	723	1 490 664	755150												
20205,36	9,8		12	80940,00	737924,00	0	745	2 309 184	267388												
12452,60	15,2		7	198778,00	582692,00	0	747	1 479 530	80102												
20002,44	8,9		24	52383,00	196262,00	0	659	734 027	288222												
24268,32	10,5		11	208658,00	399344,00	0	687	1 524 712	419298												
3740,53	14,8	26	9	99636,00	226226,00	0	705	451 117	76186												
31560,52	15		25	403180,00	745734,00	0	652	1 117 181	105248												
15721,17	18,5		10	55138,00	249392,00	1			184536												
10552,22	8,2		5	22724,00	268488,00	0	637	1 482 760													
24350,78	26,9	23	10	299060,00	490490,00	0			353628												
35051,01	14,2	7	7	141987,00	233508,00	0			620488												
28147,93	16,4		10	761672,00	1070322,00	0	706	1 304 141	266486												
17740,87	14,7	14	17	274189,00	851180,00	0	735	1 282 462	224994												
13066,11	28,1	46	7	240331,00	302808,00	0	729	629 698													
16852,81	14,8	39	9	154280,00	207724,00	0			176836												
13597,73	13,2	21	10	234213,00	376134,00	0	721	2 344 429													
22168,82	15,9		16	846222,00	1092344,00	0	665	1 336 802	206382												
9034,12	11,1		9	213237,00	447282,00	0	732	803 035	297330												
43296,63	18,5	7	15	125780,00	241538,00	0			766920												
31855,21	24,3	5	25	554401,00	1017346,00	0	676	1 920 919	720126												
15507,04	20,1	23	9	127376,00	203984,00	0			177276												
8381,66	34,1	6	14	176073,00	350284,00	0			400708												
15667,59	19,6	38	9	286539,00	282128,00	0	710	1 757 101	393778												
11155,47	15,5		10	26904,00	255288,00	1	680	999 001	370282												
11305	25,5	54	10	364667,00	497926,00	1	721	886 654	436876												
31308,96	19,5	14	15	605777,00	1209362,00	0	749	1 633 506	270204												
23521,05	16,3		5	457254,00	545270,00	0	729	1 180 964	87934												
13593,17	37		17	390127,00	955064,00	0	744	1 186 322													
10420,36	23,7		14	444448,00	1111484,00	1	747	1 357 683	220176												
28061,29	19,7		7	126939,00	347490,00	0	737	1 126 206	499884												
45989,12	22,2		12	1617375,00	3885398,00	0	748	2 028 934	109780												
12162,47	15,9	58	11	255683,00	627198,00	0	748	947 720	433466												
30532,81	12,6	78	11	430559,00	761112,00	0	714	1 520 304	660132												
18534,12	13,4		13	159847,00	253902,00	0			232540												
10505,86	19,3		6	178505,00	283536,00	1	709	1 495 471	269852												
9391,13	23,6		6	103550,00	224510,00	0	724	1 260 574	467082												
16860,79	12,8		8	165680,00	266794,00	0			183744												
26969,93	21,9	9	11	280174,00	483472,00	0	700	4 690 454	377190												
13668,22	26,5		17	193458,00	520960,00	0	629	921 462	314468												
18562,24	15		12	155572,00	286374,00	1	727	795 511	135102												
19953,99	21,6	14	9	485241,00	855162,00	0	735	2 237 820	259116												
23249,73	15,8		15	587556,00	1391258,00	0	738	1 056 818	249194												
23737,84	27,4	8	18	147592,00	336446,00	0	738	1 283 127	265342												
310,65	10,4	22	6	0,00	0,00	0			129514												
27718,91	18,9	25	16	383401,00	546062,00	0	685	1 583 935	446908												
26641,23	22		9	514634,00	1398826,00	0	738	2 316 613	563530												
10571,41	16,5	57	13	229387,00	416966,00	0			421806												
26282,51	18,4	8	10	254619,00	341242,00	0	682	1 347 822	535084												
12472,93	4,5		7	78394,00	174592,00	0	744	521 512	111826												
11816,29	18	18	17	178600,00	429924,00	0	727	525 160	301576												
21782,36	25,6	39	19	203034,00	236038,00	0			433180												
14539,18	14,1	67	16	146737,00	302302,00	1	615	1 557 753	434632												
22532,86	22,5		8	375326,00	510092,00	1	718	1 628 889	110946												
7128,80	16,8		7	189601,00	381128,00	2	746	757 036	262966												
11796,53	18,5		9	237063,00	589072,00	0	739	439 622	57552												
12324,35	13,4		7	119852,00	236390,00	1			240570												
7672,39	11		5	16986,00	22330,00	0	715	867 749	44660												
19010,83	21,4		8	389348,00	585464,00	0			448624												
10327,83	13,3		11	81377,00	110858,00	0	712	751 108	341352												
31668,44	21,5	36	13	298813,00	596530,00	0			446952												
11914,52	12,7		13	202711,00	342650,00	0			175802												
22303,15	35,5		16	110181,00	302302,00	1	740	852 359	109670												
27819,99	18,3		9	376029,00	570658,00	0	694	1 151 172	529848												
12697,70	18,4	10	7	85937,00	546678,00	0			173932												
38406,41	15,4	50	16	583661,00	1071004,00	0	712	1 351 546	348766												
26409,81	22,2	5	8	221939,00	293018,00	0	648	1 592 561	650826												
15424,20	37,1	3	13	341335,00	811558,00	0	703	728 707	420244												
21009,82	38	43	12	606290,00	879736,00	0	722	1 442 328	466972												
14675,60	15,6	7	16	118617,00	164890,00	0	730	1 518 176	131846												
8477,23	16,4	52	5	453473,00	1039742,00	0	731	558 942	304722												
23347,58	28,9	14	16	1009394,00	2850672,00	0	705	1 844 444	176660												
13103,35	32,5	6	8	78261,00	187594,00	0	664	914 185	220528												
29207,18	21,5		16	587689,00	1283942,00	0			179036												
7548,89	28,1		7	195111,00	430298,00	0			133100												
15594,82	23,4		6	219488,00	531696,00	0	709	1 356 068	448624												
10103,44	13,5	72	8	208354,00	334620,00	0	701	1 322 153	460372												
12437,21	17	34	10	123120,00	304612,00	0	724	921 272	233332												
26634,58	17,3		10	1229167,00	1581382,00	0			440572												
21366,45	12,9	64	10	121809,00	476498,00	0			281138												
51657,39	28	34	22	699067,00	1140062,00	0	736	2 649 094													
16714,49	27	59	12	419482,00	1029050,00	0	738	1 223 030													
4193,11	12,3	26	7	123785,00	528880,00	1			144848												
19151,62	13,1		8	144267,00	431640,00	0	749	1 025 981													
32346,36	17,5		12	380893,00	598422,00	0			380314												
9916,67	34,2		17	145559,00	3064402,00	0	751	1 625 678	174284												
24631,03	16,4	62	9	605302,00	787512,00	0	657	2 178 122	553080												
26428,62	23	51	9	393167,00	701448,00	0			77506												
5423,17	17		6	124146,00	151932,00	0	728	1 141 710	234102												
4160,05	12,4	66	11	63460,00	247390,00	1	739	405 859	163548												
6380,01	29		6	263644,00	444356,00	0			295966												
8232,13	14		5	43833,00	131846,00	0	681	777 822	219648												
14566,73	20,2	38	8	138700,00	176682,00	0			181192												
19705,09	9,3		10	389804,00	732710,00	0	738	1 653 589	262284												
4573,49	19,4		8	121410,00	182336,00	0	733	358 701	66770												
25954,57	22,5	27	17	205523,00	401302,00	0	663	1 231 048	328944												
3591,38	11,4	1	4	102714,00	172106,00	0	661	808 583	288508												
7258	23,6		5	229178,00	305008,00	0	728	561 906	173492												
23483,24	18,3		9	157662,00	310992,00	0	739	945 630	131384												
33088,50	18	40	20	261098,00	439428,00	0	675	1 682 469	649374												
34662,65	12		17	572812,00	741070,00	1	723	2 908 748	772024												
1326,01	12,7	6	4	15409,00	283250,00	0	715	192 166	26708												
43985	20,7		16	446329,00	891022,00	1	717	1 765 290	322740												
12745,58	12,4		9	195700,00	272690,00	0	739	869 022	223608												
7133,55	35,4		14	74860,00	291852,00	0	724	648 508	182358												
18281,04	19,2		4	123557,00	364980,00	0	640	1 828 104	557040												
2577,54	7	51	7	47861,00	179916,00	0	681	379 050	94358												
26098,97	21,7	46	10	574218,00	1183050,00	0	728	2 372 625	549450												
19793,44	22,5	32	6	298566,00	909744,00	0			628144												
23822,20	20,9		15	462555,00	577126,00	0	730	965 770													
13355,29	12,5	25	10	123253,00	248622,00	0	724	759 544	263846												
12816,83	22,5	71	13	247608,00	666754,00	0	735	488 262	189310												
10356,33	12,4		7	274512,00	810854,00	0			199914												
32842,64	22,4		7	640642,00	772706,00	0	716	1 331 444	545006												
34803,25	18,5	50	10	154242,00	391666,00	0	731	2 198 110	371822												
9598,99	13,6		5	344014,00	435798,00	0	724	1 086 667	337040												
29611,69	17,2	2	13	294728,00	689436,00	0	696	1 124 496	240328												
26179,91	9,5		15	204079,00	283338,00	0	720	807 595	68662												
20987,78	9,6		13	246430,00	458018,00	0	713	797 012	414194												
40839,74	21,8	68	14	208240,00	339130,00	1	721	2 187 850	352462												
27504,02	16	33	8	268964,00	339636,00	0	732	2 444 806	675048												
27372,92	16,8		10	592800,00	825000,00	0	712	1 835 058	620620												
24316,58	12,6		8	336642,00	508882,00	0	742	2 129 919	313874												
23457,02	18,7	23	19	270921,00	637582,00	0	657	1 139 601	474144												
4406,29	14,4	13	11	97622,00	359986,00	1	735	801 154	120912												
9779,87	9,4		12	114152,00	380864,00	0			103686												
17442,95	12,1	15	9	273885,00	592746,00	0			440660												
17265,30	24,7	7	12	583661,00	1132010,00	0	717	968 145	448404												
31323,21	14,6		17	272460,00	486112,00	0	704	1 236 444													
1739,64	13		2	39615,00	82368,00	0	732	936 130	78034												
15112,98	46,2		13	677445,00	71309216,00	0			326084												
17749,61	21,4	39	7	798,00	306350,00	0	737	722 019	115434												
11155,09	13,7		11	57437,00	588522,00	0	746	858 078	264946												
35539,31	12,7	49	12	43852,00	280588,00	0	674	1 304 198	254034												
6499,52	10		14	149549,00	335610,00	0	704	595 384	146322												
58829,13	18,5	69	20	826804,00	2849242,00	0	734	2 132 788	687170												
20504,61	12,3	20	9	92872,00	185416,00	0	704	1 907 410	220858												
22252,42	22,2		22	302575,00	1283348,00	0	748	1 949 115	429880												
16440,89	23,2		7	355661,00	591690,00	0	726	1 389 375	343200												
19423,70	12	20	13	215517,00	572374,00	0	740	1 253 145	194920												
12955,91	20,4		19	271035,00	2149510,00	0			178156												
8001,47	17,2		7	232940,00	322256,00	0	747	690 764	159962												
36288,29	13,9		14	160816,00	694826,00	0	721	1 770 173	358688												
35757,24	19,7	5	15	568784,00	1081410,00	0	717	1 619 199	661716												
24159,83	21,6		17	446424,00	1872838,00	0	747	3 203 514	698236												
19358,15	16,4		10	284582,00	338316,00	0	716	1 538 392	222662												
24860,74	20,6	33	10	66120,00	204732,00	0	745	1 900 190	440044												
24830,34	19,9	51	8	483968,00	706684,00	0	729	1 683 400	556292												
10307,69	20,1	45	14	431319,00	603174,00	0	710	1 166 904	225192												
7783,16	23,2	12	11	278882,00	767008,00	0	729	1 161 660	358688												
44033,45	22,6		14	2693554,00	6900146,00	0	738	4 374 180	450208												
6681,54	25		14	870504,00	14822676,00	0	750	2 620 176	133848												
35435,76	33,5		16	477869,00	1808202,00	0			453508												
19899,65	13,9		11	272403,00	517066,00	0	718	1 140 912	528836												
13720,28	42,7	19	8	147307,00	245784,00	0			261140												
13118,74	12,8	10	10	113525,00	150216,00	0	711	572 451	219846												
19499,70	12,1		14	231876,00	334774,00	0	672	1 044 639	200882												
4212,30	15,2		4	24054,00	66286,00	0	740	1 087 009	165616												
26681,32	23,1		8	220267,00	378972,00	0			445588												
17499,95	13,8		10	391457,00	1076614,00	0	745	1 448 275	219208												
10964,71	22	0	6	22515,00	30316,00	0	741	1 926 467	99616												
13421,03	17,2		9	295830,00	588566,00	0	742	941 830	261734												
22577,89	23,3		16	360791,00	553322,00	0			323840												
10799,22	16,3	6	11	88521,00	206250,00	0	687	668 002	202488												
48798,08	25,2		9	1666984,00	2188428,00	0	735	2 607 199	760144												
36247,06	15,4	30	19	269819,00	797016,00	0	700	1 874 844	655138												
6885,60	14,7		7	138016,00	197560,00	0	711	1 060 675	142912												
23947,79	16,4		17	327826,00	511566,00	1	718	1 084 425	224224												
11831,11	28,3		10	423605,00	638660,00	0	715	692 550	66836												
14902,65	10,4		11	92758,00	206536,00	0	736	1 365 131	218988												
6119,14	16,3	5	4	149625,00	319638,00	0	725	1 398 647	172744												
13806,92	20,5	59	16	220704,00	443652,00	4	744	2 094 598	346478												
3417,15	17,7	32	10	80940,00	261074,00	1			106062												
15578,10	32,8		10	412623,00	552354,00	0	689	845 861													
38760,38	17,3		13	880593,00	1234442,00	0			671946												
13420,46	16,4	29	11	169803,00	768020,00	0	683	1 142 166	48488												
5533,75	13,7	43	2	198360,00	286022,00	0	657	593 427	332486												
36405,90	20,8		8	448305,00	650496,00	0	703	2 510 755	782716												
26944,09	21,8		7	563217,00	756558,00	0			133254												
22233,23	16,9	24	9	374338,00	539770,00	0	737	3 451 464													
25834,49	30,9		18	881524,00	1883244,00	0	683	1 731 926	788634												
13069,34	16,2		11	201970,00	244882,00	0	704	1 038 616	273922												
13751,63	18,9	54	8	721829,00	1592008,00	0	750	2 705 220													
9653,52	18,7	16	8	165547,00	276628,00	1	711	511 442	101926												
6145,17	13,7	29	3	2337,00	58872,00	0	744	1 331 064													
6524,98	18	36	5	214871,00	321860,00	0	725	1 010 325	467940												
18567,18	7,4		9	206568,00	422576,00	0	705	813 162	245234												
1777,45	20,5	37	6	67032,00	103774,00	0	696	992 047	88352												
18578,77	22,5	38	7	59280,00	367004,00	0	739	864 120	450296												
30529,96	16,3	74	25	154888,00	838090,00	0	734	2 081 583	234278												
27851,34	22,4		17	541158,00	832128,00	0	672	2 104 630	445104												
13605,71	15,2		10	480738,00	722920,00	0	717	2 315 872													
13529,52	13	49	10	197011,00	333520,00	0	727	502 645	179080												
36594,57	17,3		14	774782,00	1125630,00	0	721	2 323 472	516538												
21639,67	14,5		9	121296,00	282018,00	1	722	2 318 532	268466												
31683,83	21,7	14	16	217018,00	330638,00	1			287430												
22293,65	20,2	23	6	69331,00	94314,00	0	636	1 453 937	502810												
17084,80	21,2	27	6	58653,00	72182,00	0	732	944 775	109406												
14170,39	22,8	51	14	292087,00	1142614,00	0	745	1 504 819	402094												
10286,22	23,6	28	8	93119,00	109692,00	0	721	1 198 387	134288												
12981,75	15,2		6	120859,00	157586,00	0	726	529 872	206756												
30879,56	14,2		12	237215,00	305536,00	0	732	1 318 695													
3433,49	9		6	82194,00	105270,00	0	690	222 718	37598												
20588,59	22,7	5	10	127756,00	283404,00	0	720	1 280 125	157080												
18871,37	10	24	19	21964,00	69102,00	0	722	1 530 108	33484												
16540,83	18,9	32	18	42826,00	378598,00	0	751	1 044 696	109978												
7107,52	21,5	27	6	52934,00	147664,00	0	718	761 520	66132												
18291,68	13,6		17	275785,00	1013760,00	0	725	975 555	505252												
6505,03	30,5	62	8	26087,00	97746,00	0	742	720 119	108570												
15034,89	34	10	13	288667,00	415756,00	0			179806												
8658,30	16		9	140106,00	318714,00	0	736	936 035	130064												
8622,77	38,3	73	11	297654,00	618772,00	1	737	862 277	255156												
35824,69	20,1		8	753882,00	1142548,00	0	747	2 885 226	474166												
7989,69	6,5		14	187625,00	400840,00	0	726	526 794	139414												
22161,22	20,9		7	587879,00	1409320,00	0	740	4 060 091	765314												
15638,52	12		12	86412,00	232144,00	0	706	856 900	175890												
0	19,8		2	0,00	0,00	0	693	1 042 929	388168												
4432,89	9,8	53	8	47557,00	136972,00	0	718	630 268	132682												
8711,12	10,4		5	94620,00	258412,00	0	747	600 761	108702												
11616,22	16,8	33	12	10564,00	532114,00	0	727	718 542	218944												
19103,74	15,4		13	411654,00	791780,00	0			448228												
4203,94	6,8		5	171456,00	287298,00	0	720	553 755	132660												
4376,08	13,1		3	209,00	61908,00	0	728	653 144	337634												
2744,74	30,8		10	784871,00	11957990,00	0	749	1 490 360	431420												
5857,13	16	19	12	184015,00	479864,00	0	739	411 027	54098												
7795,89	8,6		7	47652,00	77066,00	0	716	577 467	49038												
2499,64	26	28	9	323,00	376090,00	0	740	1 910 640	553080												
3002,19	19		4	66063,00	173844,00	1			321750												
11371,88	14,2	49	8	57570,00	270952,00	2	681	714 457	178860												
39868,84	21,6		14	305653,00	941226,00	0	723	2 001 783	573936												
14364	15,2	73	15	151411,00	277376,00	0	724	849 110	405284												
